site,time,concentration
site_A,25.24927536231884,0.0031226122935976404
site_A,25.681159420289852,0.013430122420038066
site_A,26.113043478260867,0.0
site_A,26.54492753623188,0.0
site_A,26.976811594202896,0.0
site_A,27.40869565217391,0.0
site_A,27.840579710144926,0.0
site_A,28.27246376811594,0.018442413156073163
site_A,28.704347826086956,0.005964868172956822
site_A,29.13623188405797,0.0
site_A,29.568115942028985,0.004039765078549643
site_A,30.0,0.0
site_B,0.2,0.02075480831481611
site_B,0.6318840579710145,0.11238222696353
site_B,1.063768115942029,0.1862064881555218
site_B,1.4956521739130435,0.23619624340626666
site_B,1.9275362318840579,0.2624316754531945
site_B,2.3594202898550725,0.24778220921191518
site_B,2.7913043478260873,0.2444249784159729
site_B,3.2231884057971016,0.2447865694258581
site_B,3.655072463768116,0.23339526993909288
site_B,4.08695652173913,0.2079808959974325
site_B,4.518840579710145,0.19326133686488295
site_B,4.95072463768116,0.19447965692946026
site_B,5.382608695652174,0.18814318173786848
site_B,5.814492753623188,0.14846639841703332
site_B,6.246376811594203,0.12773235665577273
site_B,6.678260869565217,0.11783662174300266
site_B,7.110144927536232,0.09551572112266081
site_B,7.542028985507247,0.09230269602700975
site_B,7.973913043478261,0.08986606493451157
site_B,8.405797101449274,0.07346763411072253
site_B,8.837681159420288,0.08092609615162384
site_B,9.269565217391303,0.05924412395510729
site_B,9.701449275362318,0.056191529154735645
site_B,10.133333333333333,0.04191125915627081
site_B,10.565217391304348,0.054647398593770706
site_B,10.99710144927536,0.017843224522263765
site_B,11.428985507246376,0.02500757448903257
site_B,11.86086956521739,0.010269010427672129
site_B,12.292753623188405,0.03201524094331515
site_B,12.72463768115942,0.029398148686589184
site_B,13.156521739130433,0.009716952592998153
site_B,13.588405797101448,0.03477623937918002
site_B,14.020289855072463,0.008323815678613459
site_B,14.452173913043477,0.0
site_B,14.884057971014492,0.005414152537086251
site_B,15.315942028985505,0.012208936880401752
site_B,15.74782608695652,0.0036719663819090686
site_B,16.179710144927537,0.034101489137477195
site_B,16.611594202898548,0.015606822512194599
site_B,17.043478260869563,0.025902022300611574
site_B,17.475362318840578,0.020972247494045998
site_B,17.907246376811592,0.0
site_B,18.339130434782607,0.0
site_B,18.771014492753622,0.0
site_B,19.202898550724637,0.0
site_B,19.63478260869565,0.01563670479488047
site_B,20.066666666666666,0.0
site_B,20.49855072463768,0.0
site_B,20.930434782608696,0.005118692980224922
site_B,21.362318840579707,0.010753946236179422
site_B,21.794202898550722,0.0
site_B,22.226086956521737,0.0
site_B,22.65797101449275,0.010693048009087597
site_B,23.089855072463767,0.003651087541584351
site_B,23.52173913043478,0.0
site_B,23.953623188405796,0.004282209634926763
site_B,24.38550724637681,0.0012416826965662422
site_B,24.817391304347826,0.003438516878213721
site_B,25.24927536231884,0.025313608439368578
site_B,25.681159420289852,0.0
site_B,26.113043478260867,0.0
site_B,26.54492753623188,0.017862158082691103
site_B,26.976811594202896,0.0
site_B,27.40869565217391,0.021668776373435474
site_B,27.840579710144926,0.0
site_B,28.27246376811594,0.0009930462564407968
site_B,28.704347826086956,0.009260189085593095
site_B,29.13623188405797,0.015266840903826299
site_B,29.568115942028985,0.012548419039246575
site_B,30.0,0.0
site_C,0.2,0.015464079395911125
site_C,0.6318840579710145,0.10242661332270157
site_C,1.063768115942029,0.16765976876886476
site_C,1.4956521739130435,0.20643686816140872
site_C,1.9275362318840579,0.25192365634059033
site_C,2.3594202898550725,0.276361064893834
site_C,2.7913043478260873,0.27039331464065486
site_C,3.2231884057971016,0.2857063596008857
site_C,3.655072463768116,0.26071806580631834
site_C,4.08695652173913,0.23949487527989996
site_C,4.518840579710145,0.22673430368323264
site_C,4.95072463768116,0.20031335752537952
site_C,5.382608695652174,0.1759397192060464
site_C,5.814492753623188,0.17825435770944767
site_C,6.246376811594203,0.14312583878306204
site_C,6.678260869565217,0.13336750650848758
site_C,7.110144927536232,0.1216708513834783
site_C,7.542028985507247,0.11391584592075875
site_C,7.973913043478261,0.10204797727516184
site_C,8.405797101449274,0.08492206878658681
site_C,8.837681159420288,0.047807812224272224
site_C,9.269565217391303,0.06155665717218433
site_C,9.701449275362318,0.04559353252517391
site_C,10.133333333333333,0.04712456855406159
site_C,10.565217391304348,0.05541113016440824
site_C,10.99710144927536,0.04720551795549789
site_C,11.428985507246376,0.034376375436963875
site_C,11.86086956521739,0.03384784280869681
site_C,12.292753623188405,0.0033200256923501363
site_C,12.72463768115942,0.022599767858089603
site_C,13.156521739130433,0.025511362996881295
site_C,13.588405797101448,0.00520769532657997
site_C,14.020289855072463,0.017981358814994505
site_C,14.452173913043477,0.005615891715960755
site_C,14.884057971014492,0.022564176810580726
site_C,15.315942028985505,0.022661001151594036
site_C,15.74782608695652,0.0
site_C,16.179710144927537,0.025266069269528253
site_C,16.611594202898548,0.0022553459524559186
site_C,17.043478260869563,0.03172701879990045
site_C,17.475362318840578,0.0
site_C,17.907246376811592,0.0037918192958246288
site_C,18.339130434782607,0.005347471190264518
site_C,18.771014492753622,0.0
site_C,19.202898550724637,0.0
site_C,19.63478260869565,0.0
site_C,20.066666666666666,0.01575104005673113
site_C,20.49855072463768,0.0
site_C,20.930434782608696,0.0
site_C,21.362318840579707,0.02110538050734768
site_C,21.794202898550722,0.007265248729108805
site_C,22.226086956521737,0.009962825964211091
site_C,22.65797101449275,0.011849791769787586
site_C,23.089855072463767,0.0
site_C,23.52173913043478,0.0019988597291119804
site_C,23.953623188405796,0.002288942429797725
site_C,24.38550724637681,0.0
site_C,24.817391304347826,0.0
site_C,25.24927536231884,0.006381865444389537
site_C,25.681159420289852,0.0
site_C,26.113043478260867,0.0
site_C,26.54492753623188,0.0
site_C,26.976811594202896,0.0
site_C,27.40869565217391,0.011345715290973514
site_C,27.840579710144926,0.022270154725038478
site_C,28.27246376811594,0.02314068284992951
site_C,28.704347826086956,0.01085067570432603
site_C,29.13623188405797,0.005929233304821175
site_C,29.568115942028985,0.0
site_C,30.0,0.015176425709207698
